txId,count_predecessors_t,count_successors_t,mean_predecessor_betweenness_t,mean_predecessor_asymmetry_t,std_predecessor_degree_t,mean_successor_betweenness_t,mean_successor_asymmetry_t,std_successor_degree_t
232412408,1,1,0.0,0.0,0.0,0.0,1.0,0.0
232412405,1,0,1.2693577050012693e-07,0.0,0.0,0.0,0.0,0.0
232038018,0,2,0.0,0.0,0.0,1.904036557501904e-06,0.35714285714285715,1.5
232470342,6,1,1.7802741812642803e-05,-0.36921696783288477,106.31661310548893,1.2376237623762375e-05,-0.5384615384615384,0.0
2925426,1,2,2.668319500002668e-06,-0.5,0.0,6.346788525006347e-07,0.33333333333333337,9.0
230550393,21,0,1.1448427840067003e-05,-0.7619047619047619,5.656052484305236,0.0,0.0,0.0
232051089,1,2,0.0,-1.0,0.0,0.0,1.0,1.0
232470704,3,0,4.231192350004231e-08,-0.27777777777777773,0.816496580927726,0.0,0.0,0.0
233591710,1,1,1.2947448591012947e-05,-0.3333333333333333,0.0,4.5696877380045696e-06,-0.3333333333333333,0.0
234439913,1,2,4.950495049504951e-06,0.0,0.0,1.904036557501904e-06,-0.16666666666666666,0.5
232945017,1,2,1.777100787001777e-06,0.0,0.0,0.0,0.33333333333333337,5.5
94251207,14,0,1.1363773740011362e-06,-0.07499999999999998,1.4516001023501126,0.0,0.0,0.0
6595740,1,1,0.0,-0.3333333333333333,0.0,0.0,1.0,0.0
79840192,1,0,0.0,0.0,0.0,0.0,0.0,0.0
212704383,1,1,3.8080731150038076e-07,0.0,0.0,1.2693577050012693e-07,0.0,0.0
212366182,1,1,2.5387154100025386e-07,0.0,0.0,0.0,1.0,0.0
69254632,1,1,0.0,-1.0,0.0,0.0,0.3333333333333333,0.0
230595355,2,1,0.0,-0.5,0.0,0.0,0.3333333333333333,0.0
166890641,2,1,6.3467885250063465e-06,-0.33333333333333337,1.0,1.1424219345011424e-05,0.3333333333333333,0.0
82304496,2,1,6.029449098756029e-06,0.16666666666666666,0.5,1.0789540492510789e-05,0.3333333333333333,0.0
232033533,0,2,0.0,0.0,0.0,5.077430820005077e-07,0.0,1.0
230470022,1,1,0.0,-1.0,0.0,3.554201574003554e-06,0.7142857142857143,0.0
230598493,0,2,0.0,0.0,0.0,4.764220935838097e-07,0.48,24.0
43560505,49,1,6.350289235720636e-08,-0.8612244897959183,1.1155632954054244,0.0,1.0,0.0
14878322,1,1,0.0,-0.3333333333333333,0.0,2.9195227215029194e-06,-0.3333333333333333,0.0
230415750,1,2,0.0,0.0,0.0,2.0074911164020073e-05,0.32712215320910976,79.0
232073372,1,2,0.0,-1.0,0.0,1.0800340833344134e-06,0.4444444444444444,8.0
75604335,1,1,0.0,-0.3333333333333333,0.0,0.0,-0.3333333333333333,0.0
230473487,0,2,0.0,0.0,0.0,0.0,0.4666666666666667,1.0
7089694,4,1,0.0,-1.0,0.4330127018922193,0.0,0.7777777777777778,0.0
231179595,0,1,0.0,0.0,0.0,0.0,1.0,0.0
3307463,2,0,6.346788525006346e-08,-0.33333333333333337,1.0,0.0,0.0,0.0
230658679,0,2,0.0,0.0,0.0,0.0,0.5,66.0
232074274,1,1,0.0,-1.0,0.0,0.0,1.0,0.0
5234549,2,1,3.1733942625031734e-07,-0.5,1.0,0.0,1.0,0.0
231177927,1,0,2.5387154100025386e-07,0.3333333333333333,0.0,0.0,0.0,0.0
232431877,1,2,0.0,0.0,0.0,6.346788525006346e-08,0.5,52.0
2758467,106,0,1.0395636991315426e-06,-0.29153802172670096,1.2447111322619353,0.0,0.0,0.0
81273879,1,1,0.0,0.2,0.0,0.0,1.0,0.0
232437171,3,0,3.484386900228484e-05,-0.33102652825836215,135.2930974670261,0.0,0.0,0.0
3878856,0,1,0.0,0.0,0.0,0.0,0.0,0.0
3878886,1,1,0.0,-1.0,0.0,6.854531607006854e-06,0.5,0.0
231182296,1,2,0.0,0.0,0.0,0.0,0.5,0.5
14660781,1,1,0.0,-0.3333333333333333,0.0,0.0,1.0,0.0
13334987,1,1,2.5387154100025386e-07,0.3333333333333333,0.0,0.0,1.0,0.0
5530452,1,0,1.2693577050012693e-07,0.0,0.0,0.0,0.0,0.0
230519287,1,1,0.0,0.0,0.0,0.0,1.0,0.0
194810163,1,0,0.0,0.0,0.0,0.0,0.0,0.0
230423321,1,2,1.777100787001777e-06,0.0,0.0,1.7136329017517134e-06,0.08333333333333334,0.5
232399276,1,2,1.65016501650165e-06,-0.3333333333333333,0.0,6.346788525006346e-08,0.5,52.0
230659456,4,2,3.490733688753491e-07,-0.5916666666666666,0.82915619758885,3.8080731150038076e-07,0.5,66.0
230658142,134,0,1.1462110619787581e-07,-0.7746268656716417,0.8540457097861326,0.0,0.0,0.0
230347386,1,1,0.0,-1.0,0.0,8.259084166674925e-07,0.96,0.0
37233982,1,1,0.0,-1.0,0.0,0.0,-0.3333333333333333,0.0
230427468,1,2,0.0,0.0,0.0,1.905942500001906e-05,0.4937888198757764,79.5
43358239,0,1,0.0,0.0,0.0,1.2693577050012693e-07,0.0,0.0
230528714,1,1,0.0,-1.0,0.0,0.0,1.0,0.0
75605182,1,1,0.0,-1.0,0.0,0.0,0.0,0.0
75604052,1,1,0.0,0.0,0.0,0.0,-0.3333333333333333,0.0
230585122,0,2,0.0,0.0,0.0,0.0,0.5,0.0
231208959,1,1,0.0,-1.0,0.0,0.0,1.0,0.0
230455950,1,2,0.0,0.0,0.0,3.1733942625031734e-07,0.5,47.5
2881274,97,0,3.651432149952105e-07,-0.4990003124023742,1.2528212396670773,0.0,0.0,0.0
232658952,1,2,0.0,-1.0,0.0,1.3328255902513327e-06,0.33333333333333337,0.5
232658962,1,2,2.9195227215029194e-06,-0.3333333333333333,0.0,1.2058898197512058e-06,-0.16666666666666666,0.5
230530291,1,2,0.0,-1.0,0.0,0.0,0.33333333333333337,70.0
2881273,143,0,1.8286651950018288e-07,-0.6223776223776224,1.1020144798216642,0.0,0.0,0.0
75604616,1,1,0.0,-1.0,0.0,0.0,0.3333333333333333,0.0
37232637,2,1,0.0,-0.5,0.0,0.0,0.3333333333333333,0.0
230531551,1,2,0.0,0.0,0.0,5.712109672505712e-07,0.16666666666666666,0.5
4619363,1,1,0.0,-0.3333333333333333,0.0,0.0,1.0,0.0
230516010,3,10,4.8870271642548864e-06,0.3047619047619048,2.0548046676563256,2.437166793602437e-06,0.10285714285714284,3.6124783736376886
230516478,1,1,1.2376237623762375e-05,-0.5384615384615384,0.0,1.1678090886011677e-05,0.42857142857142855,0.0
232441583,1,1,3.808073115003808e-06,0.3333333333333333,0.0,2.5387154100025387e-06,0.0,0.0
232441589,1,1,3.1733942625031733e-06,0.0,0.0,1.9059425000019059e-06,0.0,0.0
5488136,1,1,3.8080731150038076e-07,0.0,0.0,1.2693577050012693e-07,0.0,0.0
27553759,1,1,2.5387154100025386e-07,0.0,0.0,0.0,1.0,0.0
5529367,1,2,0.0,-1.0,0.0,0.0,0.5,1.0
232467632,4,0,0.0,-0.15833333333333333,1.118033988749895,0.0,0.0,0.0
230658273,1,2,0.0,-1.0,0.0,0.0,0.33333333333333337,65.5
230658517,1,2,0.0,-0.3333333333333333,0.0,1.3328255902513327e-06,0.5,65.0
231181128,1,2,5.077430820005077e-07,0.0,0.0,6.346788525006346e-08,0.5,0.5
232453404,1,1,3.8080731150038076e-07,-0.3333333333333333,0.0,0.0,1.0,0.0
232353601,1,2,0.0001302394041667969,0.0,0.0,8.555470931708555e-05,0.0,0.0
230447764,1,1,0.00017237877633917236,-0.3333333333333333,0.0,1.904036557501904e-06,-0.3333333333333333,0.0
230423018,1,2,0.0,-1.0,0.0,1.905942500001906e-05,0.4937888198757764,79.5
232392936,1,1,0.0,-0.3333333333333333,0.0,0.0,1.0,0.0
234419729,1,2,0.0,0.0,0.0,5.140898705255141e-06,0.16666666666666666,0.5
152498092,2,1,5.712109672505712e-06,0.0,0.0,1.0281797410510282e-05,0.5,0.0
230531146,1,2,0.0,0.0,0.0,0.0,0.33333333333333337,47.0
230545782,1,2,0.0,-0.3333333333333333,0.0,5.077430820005077e-07,0.16666666666666666,0.5
230415003,1,1,0.0,0.0,0.0,0.0,0.0,0.0
230414561,1,1,0.0,0.0,0.0,0.0,0.0,0.0
230453429,0,2,0.0,0.0,0.0,2.1155961750021153e-07,0.4166666666666667,5.0
230459154,1,1,0.0,-1.0,0.0,0.0,0.6,0.0
230425284,1,2,0.0,0.0,0.0,1.905942500001906e-05,0.4937888198757764,79.5
83431059,1,1,0.0,-0.3333333333333333,0.0,0.0,-0.3333333333333333,0.0
230530225,1,2,0.0,0.0,0.0,0.0,0.5,70.5
230095969,1,1,0.0,-0.3333333333333333,0.0,0.0,0.0,0.0
230440353,2,2,3.8080731150038076e-07,0.16666666666666666,0.5,4.506219852754506e-06,0.4666666666666667,1.0
230440535,1,1,0.0,-1.0,0.0,1.4231037333347564e-05,0.3333333333333333,0.0
230440534,2,1,6.479124465923145e-06,0.16666666666666666,0.5,1.7136329017517136e-05,0.3333333333333333,0.0
232022496,1,2,7.616146230007615e-07,-0.3333333333333333,0.0,2.5387154100025386e-07,0.5,9.5
232022773,1,1,5.082513333338416e-07,-0.3333333333333333,0.0,6.346788525006347e-07,0.6,0.0
230348238,0,2,0.0,0.0,0.0,0.0,0.5,70.5
3409584,0,1,0.0,0.0,0.0,8.259084166674925e-07,0.96,0.0
89273,1,288,0.0,-1.0,0.0,1.0512145564018806e-06,0.42378529105045915,3.6637654241686017
3906238,1,0,0.00010453160700685454,-0.9930795847750865,0.0,0.0,0.0,0.0
230973596,1,1,0.00010453160700685454,-0.9930795847750865,0.0,2.5387154100025386e-07,0.0,0.0
232455956,1,1,3.8080731150038076e-07,0.0,0.0,1.2693577050012693e-07,0.0,0.0
38062994,0,1,0.0,0.0,0.0,0.0,1.0,0.0
80044108,3,0,8.462384700008462e-08,-0.3333333333333333,1.247219128924647,0.0,0.0,0.0
230423318,0,2,0.0,0.0,0.0,1.0853008377760853e-05,0.0,0.0
146601928,1,1,0.0,0.0,0.0,3.046458492003046e-06,-0.3333333333333333,0.0
232368272,1,2,1.651816833334985e-06,0.0,0.0,2.069053059152069e-05,0.16666666666666666,0.5
232453639,2,1,0.0,-1.0,0.0,2.5387154100025386e-07,0.0,0.0
232453630,1,1,3.8080731150038076e-07,0.3333333333333333,0.0,1.2693577050012693e-07,0.0,0.0
51860219,1,0,0.00010453160700685454,-0.9930795847750865,0.0,0.0,0.0,0.0
230521273,10,4,2.506981467377507e-06,0.006153846153846154,3.3226495451672293,0.0,1.0,0.0
230522097,1,0,1.1678090886011677e-05,0.42857142857142855,0.0,0.0,0.0,0.0
230658997,0,1,0.0,0.0,0.0,0.0,1.0,0.0
1913117,0,28,0.0,0.0,0.0,1.7376613911267376e-06,0.620304643596569,29.637004585759453
232909272,1,1,0.0,-1.0,0.0,0.0,0.0,0.0
231179660,1,1,0.0,-1.0,0.0,0.0,0.0,0.0
231177063,1,1,0.0,0.0,0.0,0.0,1.0,0.0
206222134,0,2,0.0,0.0,0.0,0.0,0.3333333333333333,2.0
192431356,1,1,0.0,-1.0,0.0,0.0,1.0,0.0
230967090,1,1,0.0,0.0,0.0,0.0,-0.3333333333333333,0.0
230439439,1,2,0.0,0.0,0.0,3.808073115003808e-06,0.16666666666666666,0.5
230658277,0,2,0.0,0.0,0.0,0.0,1.0,66.5
230563355,1,0,0.0,-1.0,0.0,0.0,0.0,0.0
230455752,1,2,0.0,0.0,0.0,0.0,0.33333333333333337,47.0
232416085,1,2,0.0,-0.3333333333333333,0.0,0.0,0.5,0.5
232038004,0,2,0.0,0.0,0.0,0.0,0.5,1.5
232037822,2,2,0.0,-0.5,1.0,9.393247017009393e-06,0.0,0.0
230471902,4,1,0.0,-0.3333333333333333,0.7071067811865476,1.777100787001777e-06,0.2,0.0
230471916,3,2,6.346788525006347e-07,0.4222222222222222,1.699673171197595,7.616146230007615e-07,0.33333333333333337,1.0
232393313,1,2,0.0,0.0,0.0,6.35314166667302e-08,0.5,52.0
230511916,1,1,3.8080731150038076e-07,-0.3333333333333333,0.0,0.0,1.0,0.0
200165930,2,1,1.2376237623762375e-05,-0.33333333333333337,1.0,2.0944402132520945e-05,0.3333333333333333,0.0
39617084,2,1,1.1424219345011424e-05,-0.33333333333333337,0.5,2.030972328002031e-05,0.3333333333333333,0.0
230432611,0,2,0.0,0.0,0.0,0.0,0.0,0.0
230966618,1,1,0.0,-1.0,0.0,3.811885000003812e-05,0.9875776397515528,0.0
230512979,2,0,5.226580350342727e-05,-0.9965397923875432,144.0,0.0,0.0,0.0
230530178,1,2,0.0,0.0,0.0,0.0,0.33333333333333337,70.0
232070456,1,2,0.0,-0.3333333333333333,0.0,1.0795893634177461e-06,0.0,0.0
232436036,1,2,5.082513333338416e-07,0.0,0.0,0.0,1.0,1.0
230674241,3,0,3.3866480511144974e-07,-0.5555555555555555,0.9428090415820634,0.0,0.0,0.0
230330969,1,2,5.166285859355166e-05,0.0,0.0,2.5767961411525765e-05,0.3888888888888889,3.5
232918438,8,1,1.950844122873826e-05,-0.7074682814302191,94.96677050421374,0.0,1.0,0.0
230335026,0,1,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
232698839,2,1,0.0,-1.0,0.5,3.3003300330033e-06,0.3333333333333333,0.0
230918484,0,1,0.0,0.0,0.0,0.0,1.0,0.0
40297647,2,0,0.0,-1.0,0.5,0.0,0.0,0.0
230459131,1,1,0.0,-1.0,0.0,0.0,1.0,0.0
230559672,1,0,0.0,0.0,0.0,0.0,0.0,0.0
230447404,1,1,0.00010453160700685454,-0.9930795847750865,0.0,1.2693577050012693e-07,0.0,0.0
3877919,1,1,2.5387154100025386e-07,0.0,0.0,0.0,1.0,0.0
54492406,0,1,0.0,0.0,0.0,0.0,1.0,0.0
4855592,3,0,1.2693577050012693e-07,-0.22222222222222224,0.816496580927726,0.0,0.0,0.0
231995264,1,2,1.428027418126428e-05,-0.6923076923076923,0.0,2.011931962427012e-05,0.39285714285714285,5.0
232468876,3,1,6.262164678006263e-06,-0.2222222222222222,0.4714045207910317,1.4216806296014216e-05,0.0,0.0
231994250,1,2,0.0002319116527037319,0.0,0.0,0.0001357154946263857,0.2962962962962963,12.0
232910950,26,1,6.135242346844277e-05,-0.3843492147990418,55.07263896101382,4.155030887704155e-05,0.0,0.0
3907739,1,1,0.0,-0.3333333333333333,0.0,1.3976911666680643e-06,-0.3333333333333333,0.0
230438749,1,2,1.523229246001523e-06,0.0,0.0,1.1435655000011434e-06,0.33333333333333337,0.5
232687445,1,2,0.0,-1.0,0.0,4.4427519675044424e-07,0.75,1.5
189305695,1,0,0.0,-0.3333333333333333,0.0,0.0,0.0,0.0
2819887,0,1,0.0,0.0,0.0,1.0281797410510282e-05,0.5,0.0
232956426,3,1,3.427265803503427e-06,-0.5555555555555556,0.816496580927726,1.0027925869510028e-05,0.3333333333333333,0.0
230530380,1,2,1.651816833334985e-06,-0.3333333333333333,0.0,1.016502666667683e-06,0.33333333333333337,47.0
230474094,0,2,0.0,0.0,0.0,0.0,0.6666666666666666,70.0
230473989,2,1,0.0,-1.0,0.5,0.0,1.0,0.0
75604389,0,1,0.0,0.0,0.0,0.0,0.0,0.0
75604980,1,1,0.0,-1.0,0.0,0.0,0.0,0.0
232440027,2,2,9.647118558009647e-07,0.0,0.0,3.1733942625031734e-07,0.6666666666666666,0.5
232448376,2,1,5.283701447067784e-05,-0.49653979238754326,142.5,3.046458492003046e-06,0.5,0.0
230471946,0,1,0.0,0.0,0.0,1.2693577050012693e-07,0.5,0.0
231429973,3,1,0.0,-1.0,0.0,0.0,1.0,0.0
79642404,2,1,4.315816197004315e-06,-0.33333333333333337,1.0,1.2198032000012197e-05,0.3333333333333333,0.0
71136742,2,1,4.1930735000041925e-06,-0.33333333333333337,1.0,1.9675044427519674e-05,0.3333333333333333,0.0
232897313,1,1,1.1424219345011424e-06,-0.3333333333333333,0.0,1.2693577050012693e-07,0.0,0.0
231168875,1,1,2.5387154100025386e-07,0.0,0.0,0.0,1.0,0.0
230537133,1,1,0.0,0.2,0.0,0.0,1.0,0.0
230537117,28,0,1.4515140752764515e-05,-0.4126161694624374,53.147513236889125,0.0,0.0,0.0
232040268,2,1,7.616146230007616e-06,0.16666666666666666,0.5,1.3709063214013709e-05,0.3333333333333333,0.0
230467682,2,1,7.235338918507235e-06,0.0,0.0,1.5120477166681787e-05,0.3333333333333333,0.0
2756358,1,1,3.808073115003808e-06,0.0,0.0,4.315816197004315e-06,-0.3333333333333333,0.0
232432897,1,2,3.4306965000034305e-06,0.0,0.0,1.651816833334985e-06,0.33333333333333337,23.0
66396856,2,1,6.41025641025641e-06,-0.5,1.5,6.861393000006861e-06,0.3333333333333333,0.0
13805515,2,1,3.681137344503681e-06,-0.33333333333333337,1.0,9.393247017009393e-06,0.3333333333333333,0.0
230470027,6,1,0.0,-0.6111111111111112,0.9574271077563381,0.0,1.0,0.0
2893869,1,0,2.5387154100025386e-07,0.7142857142857143,0.0,0.0,0.0,0.0
232634676,1,1,0.00015803503427265804,0.0,0.0,0.00015676567656765675,-0.3333333333333333,0.0
232364856,1,2,0.0001574003554201574,0.0,0.0,7.793856308707794e-05,0.33333333333333337,3.5
232440939,2,1,6.092916984006092e-06,-0.33333333333333337,0.5,8.63163239400863e-06,0.3333333333333333,0.0
79642776,2,1,5.204366590505204e-06,-0.33333333333333337,1.0,7.369644333340702e-06,0.3333333333333333,0.0
42953128,1,1,0.0,0.0,0.0,0.0,0.0,0.0
230424236,1,1,0.0,0.0,0.0,0.0,0.0,0.0
230449513,1,1,0.0,-0.3333333333333333,0.0,0.0,0.0,0.0
230449518,1,1,0.0,0.0,0.0,3.811885000003812e-05,0.9875776397515528,0.0
230529171,1,1,0.0,-0.3333333333333333,0.0,0.0,1.0,0.0
14580549,3,0,1.2693577050012693e-07,0.0,0.0,0.0,0.0,0.0
86655785,1,1,2.5387154100025387e-06,0.0,0.0,1.523229246001523e-06,0.0,0.0
230577422,1,1,1.9059425000019059e-06,0.0,0.0,7.616146230007615e-07,0.0,0.0
232457903,1,1,0.0,-1.0,0.0,0.0,0.0,0.0
11011839,1,1,0.0,0.0,0.0,0.0,0.0,0.0
230471924,1,1,1.523229246001523e-06,-0.3333333333333333,0.0,2.5387154100025386e-07,0.0,0.0
232894488,1,1,3.8080731150038076e-07,0.0,0.0,1.2693577050012693e-07,0.0,0.0
230391412,1,2,0.0,-1.0,0.0,6.917999492256918e-06,0.7333333333333334,28.0
2893846,2,9,1.9675044427519675e-06,-0.3333333333333333,0.0,5.105638769005105e-06,0.7777777777777778,39.4877696333597
230334809,0,1,0.0,0.0,0.0,8.259084166674925e-07,0.96,0.0
230465219,2,2,5.226580350342727e-05,-0.49653979238754326,142.5,3.423099201427034e-06,0.1,0.5
230541525,1,2,1.016502666667683e-06,-0.3333333333333333,0.0,3.8080731150038076e-07,0.5,23.5
2880930,49,0,4.845294802861988e-07,-0.3344671201814059,1.4932863779532015,0.0,0.0,0.0
230452144,0,1,0.0,0.0,0.0,0.0,1.0,0.0
2706899,5,0,2.0906321401370906e-05,-0.7986159169550173,115.00086956192983,0.0,0.0,0.0
230681119,2,1,1.0514512989760515e-06,0.0,0.0,2.465018966669131e-06,0.3333333333333333,0.0
232472581,2,1,1.8659558263518658e-06,0.41666666666666663,0.5,8.174663620208175e-06,0.2,0.0
232345632,0,1,0.0,0.0,0.0,0.0,-0.3333333333333333,0.0
230463877,1,2,0.0,-1.0,0.0,3.8118850000038116e-07,0.8333333333333333,0.5
232916687,2,1,5.226580350342727e-05,-0.9965397923875432,130.5,1.2693577050012693e-07,0.0,0.0
232431856,1,2,3.8118850000038116e-07,0.0,0.0,0.0,1.0,52.5
230683178,1,0,5.077430820005077e-07,-0.3333333333333333,0.0,0.0,0.0,0.0
230349226,0,2,0.0,0.0,0.0,0.0,0.5,70.5
233221331,1,1,0.0,-1.0,0.0,0.0,0.0,0.0
81167039,1,1,0.0,0.0,0.0,0.0,-0.3333333333333333,0.0
230594121,1,2,0.0,0.0,0.0,0.0,1.0,0.0
232440137,1,2,0.00010453160700685454,-0.9930795847750865,0.0,0.0,1.0,0.0
230639246,2,0,1.270628333334604e-07,0.0,0.0,0.0,0.0,0.0
232399274,1,1,0.0,-0.3333333333333333,0.0,0.0,1.0,0.0
232399270,1,0,0.0,0.0,0.0,0.0,0.0,0.0
230659151,1,1,0.0,-1.0,0.0,0.0,1.0,0.0
230467618,2,1,6.854531607006854e-06,-0.33333333333333337,1.0,1.6247778624016247e-05,0.3333333333333333,0.0
230467684,2,1,7.5602385833408934e-06,0.0,0.0,1.5232292460015231e-05,0.3333333333333333,0.0
230531179,2,2,8.885503935008885e-07,-0.16666666666666666,0.5,2.5387154100025386e-07,0.5,47.5
230437680,1,2,0.0,0.0,0.0,6.02944909875603e-06,0.16666666666666666,0.5
19617883,2,1,5.077430820005077e-06,0.0,0.0,1.0662604722010662e-05,0.3333333333333333,0.0
230411721,1,2,5.204366590505204e-06,0.0,0.0,2.2231548634188896e-06,0.0,1.0
35574259,1,1,4.950495049504951e-06,-0.3333333333333333,0.0,1.6755521706016754e-05,0.3333333333333333,0.0
232957846,1,2,0.0,-0.3333333333333333,0.0,3.8080731150038076e-07,0.3333333333333333,2.0
232415197,5,1,3.3003300330033e-07,-0.2,1.2,0.0,1.0,0.0
232675389,2,1,0.0,-0.33333333333333337,1.0,0.0,0.3333333333333333,0.0
147419328,2,1,0.0,-0.33333333333333337,1.0,0.0,0.3333333333333333,0.0
233599193,2,1,1.6247778624016247e-05,0.0,0.0,4.5696877380045696e-06,0.3333333333333333,0.0
233599189,2,1,1.7453668443767454e-05,0.0,0.0,4.315816197004315e-06,0.3333333333333333,0.0
230591601,0,2,0.0,0.0,0.0,0.0,0.5,1.5
230555921,5,0,1.777100787001777e-07,-0.5466666666666666,1.4966629547095764,0.0,0.0,0.0
60519306,1,1,5.077430820005077e-06,-0.3333333333333333,0.0,1.777100787001777e-06,0.0,0.0
230097992,1,1,1.904036557501904e-06,0.0,0.0,3.1733942625031733e-06,0.0,0.0
21763735,0,1,0.0,0.0,0.0,0.0,1.0,0.0
231990423,0,2,0.0,0.0,0.0,1.2693577050012693e-07,0.75,8.5
12971085,3,1,2.5387154100025386e-07,-0.4444444444444444,0.4714045207910317,0.0,1.0,0.0
230344670,0,2,0.0,0.0,0.0,4.1295420833374625e-07,0.98,24.0
230521269,5,2,6.192195411117303e-06,-0.08,3.03315017762062,1.1529999153761529e-05,0.3,0.5
230521266,4,1,1.501015486164001e-05,0.02252747252747253,3.491060010942235,1.1678090886011677e-05,0.42857142857142855,0.0
232431922,1,2,2.5387154100025387e-06,0.0,0.0,0.0,1.0,52.5
3272536,1,5,0.0,-1.0,0.0,1.2063980710845398e-07,-0.10603174603174603,1.0954451150103321
230724244,2,7,0.0,-0.8333333333333333,1.5,9.066840750009067e-09,0.08484848484848487,3.907084094622098
232047899,1,1,0.0,-1.0,0.0,3.811885000003812e-05,0.9875776397515528,0.0
230540205,1,2,0.000156004061944656,-0.3333333333333333,0.0,7.432489610707432e-05,0.375,3.0
232608734,1,1,0.00014902259456714902,-0.3333333333333333,0.0,0.00013988321909113989,0.0,0.0
230597986,0,2,0.0,0.0,0.0,0.0,0.33333333333333337,1.0
3878899,1,2,0.0,-1.0,0.0,0.0,0.0,0.0
230351534,0,3,0.0,0.0,0.0,7.407339640562963e-07,0.43111111111111117,18.83259585576738
230586873,1,2,0.00014457984259964458,-0.3333333333333333,0.0,7.152830667682152e-05,0.0,1.0
230667453,1,1,0.0001438182279766438,-0.3333333333333333,0.0,0.00011474993653211474,0.0,0.0
75597397,1,1,0.0,0.0,0.0,1.2693577050012693e-07,0.5,0.0
90545645,3,1,6.05060506050605e-06,-0.4444444444444444,0.816496580927726,0.0,1.0,0.0
232064964,1,2,0.0,-0.3333333333333333,0.0,1.0800340833344134e-06,0.4444444444444444,8.0
206139323,1,1,0.0,-0.3333333333333333,0.0,0.0,-0.3333333333333333,0.0
230437630,2,2,2.1981044258271984e-06,0.0,0.0,1.4343742066514344e-06,0.0,0.0
230649117,2,2,2.322924600152323e-06,0.0,0.0,2.6265772415387374e-06,0.1,0.5
14550424,1,1,5.077430820005077e-07,0.0,0.0,2.541256666669208e-07,0.3333333333333333,0.0
232353291,2,1,1.9040365575019038e-07,-0.16666666666666666,0.5,2.5387154100025386e-07,0.0,0.0
183402062,1,1,2.030972328002031e-06,0.0,0.0,1.523229246001523e-06,0.0,0.0
82950160,1,1,1.777100787001777e-06,0.0,0.0,1.2693577050012694e-06,0.0,0.0
232447742,2,1,4.315816197004315e-06,-0.33333333333333337,1.0,6.6006600660066e-06,0.3333333333333333,0.0
230401350,1,1,0.0001867225184056867,0.0,0.0,0.00019243462807819244,0.0,0.0
230401687,1,1,0.00018424110833351756,0.0,0.0,0.00018964204112718964,0.0,0.0
21018157,0,9,0.0,0.0,0.0,2.2690363113294295e-07,0.11079044412377745,2.4393887111222385
230347366,0,2,0.0,0.0,0.0,4.1295420833374625e-07,0.48,24.0
230658525,0,2,0.0,0.0,0.0,0.0,1.0,66.5
232450626,1,0,0.0,-1.0,0.0,0.0,0.0,0.0
2864954,1,2,1.523229246001523e-06,0.0,0.0,1.1424219345011424e-06,0.3,1.5
33972940,1,1,1.2693577050012694e-06,-0.3333333333333333,0.0,0.0,1.0,0.0
233227310,1,0,0.0,-1.0,0.0,0.0,0.0,0.0
