time_step,mean_betweenness_t,median_betweenness_t,std_betweenness_t,mean_total_degree_t,median_total_degree_t,std_total_degree_t,mean_abs_asymmetry_t,mean_pagerank_t,frac_extreme_asymmetry_t,outlier_node_count_t,outlier_node_fraction_t,degree_skewness_t,degree_kurtosis_t,n_nodes,n_edges,density,n_weak_components,z_mean_betweenness_t,z_mean_total_degree_t,z_mean_abs_asymmetry_t,z_mean_pagerank_t,z_frac_extreme_asymmetry_t,z_outlier_node_fraction_t,z_degree_skewness_t,z_degree_kurtosis_t,z_density,z_n_weak_components,timestep_anomaly_score,timestep_anomaly_flag
11,6.618140722902011e-06,0.0,1.767865537216898e-05,2.1675977653631286,2.0,4.630046367133034,0.5241647177802599,0.00023277467411545616,0.4818435754189944,237,0.055167597765363126,24.737996530012264,862.60192949793,4296,4656,0.00025233967000734905,1,-0.2810338323297171,-0.5868606898503632,-0.08318669515457433,-0.37969863903832857,0.041177674795258246,-0.45703818023159515,0.8892271026447983,0.7077119802304578,-0.45075304169969976,0.0,0.8892271026447983,0
12,3.278874859043265e-05,0.0,0.0001081474445683653,2.16218856863703,2.0,4.041944875302195,0.5907476828025168,0.0004885197850512948,0.5393258426966292,159,0.07767464582315584,18.351186494451774,474.2476724854569,2047,2213,0.0005283940783570454,1,-0.21510795571078856,-0.6220107810235269,0.7958538867731543,1.4173422105012485,0.7325870315997477,0.413475926170298,0.07462075519252907,-0.0632482309418394,1.453162226883448,0.0,1.453162226883448,0
13,2.5765451824813334e-05,0.0,7.076256886629531e-05,2.1320671378091873,2.0,3.55042018786538,0.44357892751726685,0.00022084805653710252,0.4043727915194346,304,0.06713780918727916,20.35519222340202,547.9008474405081,4528,4827,0.00023548344795771894,1,-0.23280020796461545,-0.8177461357308834,-1.1470951579904956,-0.4635032478799626,-0.8906579573732549,0.0059384781304563025,0.33022187344158954,0.08296792683554947,-0.5670084520833825,0.0,1.1470951579904956,0
14,0.00015740977852430094,4.950495049504951e-07,0.00032556406580487715,2.055390702274975,2.0,2.479983823164867,0.4846689762491798,0.0004945598417408507,0.44708209693372897,233,0.1152324431256182,10.596006388561257,152.7925564228739,2022,2078,0.0005085083380195386,1,0.09882249195516456,-1.3160056438121512,-0.6046167577470457,1.459783798396901,-0.3769410358844404,1.8661138853208972,-0.9145144945988131,-0.7014003811680813,1.3160125798917646,0.0,1.8661138853208972,0
15,0.00014993294842483848,5.504542210618648e-07,0.00024316533017945392,2.1011266831547126,2.0,2.127258711659887,0.38809376152171415,0.00027480076944215437,0.34652377026655673,332,0.09123385545479527,12.124208931757034,194.3252819269255,3639,3823,0.0002887749701971843,1,0.0799877525737608,-1.018803678488863,-1.8796205507660126,-0.08439442081744483,-1.586478711677143,0.937910904302216,-0.7195997429546095,-0.6189496850652799,-0.19946299796686215,0.0,1.8796205507660126,0
16,0.0001511957341145525,6.727211570803902e-07,0.0002452140703151037,2.0974789915966388,2.0,2.477995364477957,0.41555228835240937,0.0003361344537815128,0.3794957983193277,290,0.09747899159663866,14.729952428001942,328.97293972733047,2975,3120,0.0003526360106921047,1,0.08316881179858389,-1.0425071408198308,-1.517108016275185,0.34657818236262017,-1.1898839044751677,1.1794565345383705,-0.3872499188554037,-0.3516473835784152,0.24097919889117375,0.0,1.517108016275185,0
17,2.057477188774187e-06,0.0,7.244409756601365e-06,2.156573116691285,2.0,2.454492205778026,0.5859261353426669,0.0002954209748892167,0.5382570162481536,210,0.0620384047267356,8.13087680083334,86.30962401732872,3385,3650,0.00031864259998393694,1,-0.2925225124159137,-0.6585011617336797,0.7321989281289751,0.06049730899382774,0.7197309519377042,-0.19129322927752307,-1.2289297031731714,-0.833382185619079,0.006530583977143466,0.0,1.2289297031731714,0
18,0.0001894090982251321,0.0,0.0004144474435654904,2.1406882591093117,2.0,2.338114426276724,0.5372668766654796,0.0005060728744939268,0.4832995951417004,211,0.10678137651821862,8.347797126604407,89.84666109542901,1976,2115,0.0005419463947112182,1,0.179431364823722,-0.7617242871905677,0.08979042244785075,1.540682276118164,0.05869100034152602,1.5392485995227376,-1.2012625777567791,-0.8263604656213789,1.5466309825016993,0.0,1.5466309825016993,0
19,1.0142903857356511e-05,0.0,2.3077262979567138e-05,2.1893896177980605,2.0,2.212159710125997,0.478795981644023,0.00028522532800912714,0.4224187107815174,291,0.08300057045065602,11.152849564501745,195.36427990727563,3506,3838,0.0003123237685874551,1,-0.2721546690833297,-0.4452526769222713,-0.6821531154873439,-0.011144310523185314,-0.6735976704211257,0.6194688447426169,-0.8434918740525619,-0.61688706804004,-0.037049664015580026,0.0,0.8434918740525619,0
20,2.7856004233603596e-06,0.0,9.283472979653589e-06,2.2162666045210906,2.0,3.329437277576455,0.5939515407759784,0.00023304591004427863,0.543463062223258,249,0.0580284316010254,16.499808653123438,472.9241071509479,4291,4755,0.0002583061310630642,1,-0.2906883111329447,-0.27060039829165483,0.8381518105208294,-0.37779274905993104,0.7823504182464392,-0.3463885648923865,-0.16151342332248791,-0.06587577059504993,-0.4096030511188836,0.0,0.8381518105208294,0
21,5.0173580250252044e-06,0.0,1.460036807080282e-05,2.238620299689002,2.0,3.962229923817125,0.5892493535881961,0.000282725473565168,0.5272830081990387,259,0.07322589765337857,23.2455453087673,775.3464708664358,3537,3959,0.000316546988078196,1,-0.28506633333879283,-0.1253414138257875,0.7760726681981702,-0.028710005277853307,0.5877331688621233,0.2414099125519616,0.6988722570614905,0.5344925920100994,-0.007922608522903805,0.0,0.7760726681981702,0
22,2.3876471864611776e-05,0.0,9.883272816440348e-05,2.380047505938242,2.0,7.263024002629308,0.5371151357014373,0.00016966406515100106,0.4691211401425178,348,0.059043094672548355,48.95011035509845,3028.3526718679573,5894,7014,0.00020193852926677773,1,-0.23755870117280653,0.7936821391615257,0.08778711025997532,-0.8231571354038656,-0.11185057562168278,-0.30714403514607075,3.977363668056389,5.007156674177841,-0.7983638695203649,0.0,5.007156674177841,1
23,1.871340637845078e-05,0.0,6.808486175952387e-05,2.201200480192077,2.0,3.134106098537091,0.5358995431404167,0.00024009603841536627,0.4797118847539016,275,0.06602641056422569,17.826176490095506,502.70108513588895,4165,4584,0.00026431321808262207,1,-0.2505648804690238,-0.3685032239063922,0.07173863311766977,-0.32825370359790107,0.015537230507643577,-0.0370475312617753,0.007658299812872895,-0.006762564493112816,-0.3681728679726833,0.0,0.3685032239063922,0
24,0.0001202451177264357,0.0,0.00041542009320168216,2.231707317073171,2.0,2.4349280538554825,0.49723828144897436,0.00021777003484320555,0.43314459930313587,360,0.078397212543554,10.690133298126087,160.99679848706617,4592,5124,0.00024305241963332289,1,0.005201707342660252,-0.1702634200919958,-0.4386744727562638,-0.48513154294085853,-0.5445843236080937,0.4414229284296802,-0.902509068169867,-0.6851133337619931,-0.514806131436502,0.0,0.902509068169867,0
25,3.6766290654164378e-06,0.0,9.194895800898295e-06,2.263612791702679,2.0,5.639447721158581,0.6362920756133752,0.0004321521175453765,0.5985306828003457,190,0.08210890233362143,18.97216116593405,466.56805352269885,2314,2619,0.0004893239930183051,1,-0.28844373796072575,0.03706502421088221,1.3971393589148542,1.021264253308891,1.4447158733190826,0.5849814400810058,0.153823033979604,-0.07849379745834234,1.183700375265254,0.0,1.4447158733190826,0
26,4.0987664512796174e-05,0.0,0.000165445260350649,2.132382084819659,2.0,3.7118551306018173,0.6234938336703297,0.0003963535473642492,0.5854141894569956,152,0.060245739199365836,12.809598353418545,201.32419833267454,2523,2690,0.0004227561627318912,1,-0.1944542237744616,-0.8156995442139982,1.2281746088244083,0.7697189051488057,1.2869478057817647,-0.2606288714118747,-0.6321816781846417,-0.6050554481083763,0.7245897628449451,0.0,1.2869478057817647,0
27,2.5357349175103536e-05,0.0,6.72792740474606e-05,2.145087235996327,2.0,4.198550631475901,0.6129362892999257,0.0009182736455463735,0.5794306703397613,79,0.07254361799816346,13.46636915837855,246.9998726210088,1089,1168,0.0009857937665424296,1,-0.23382825152664544,-0.7331388157283844,1.0887919612660495,4.437088080641225,1.214976721476883,0.21502110923796436,-0.5484137778458297,-0.51438017711826,4.607794878422779,0.0,4.607794878422779,1
28,3.878329972141749e-05,0.0,0.00010722427431058331,2.0774349667271625,2.0,3.0126939193168067,0.5613374215074006,0.0006049606775559591,0.5238959467634604,109,0.06594071385359952,11.554605389456254,172.4167512133054,1653,1717,0.0006287636097842502,1,-0.20000719686530996,-1.172757404826662,0.4075741939889182,2.2355359175951253,0.5469928487679355,-0.040362057239627325,-0.7922498857498449,-0.6624424630133914,2.1453992555445462,0.0,2.2355359175951253,1
29,2.568195938749243e-05,0.0,8.922311968204622e-05,2.1244444444444444,2.0,3.7685679927331757,0.5290491878034954,0.00023391812865497074,0.488187134502924,260,0.0608187134502924,15.62422804004444,305.13141294377067,4275,4541,0.00024853117038423544,1,-0.23301053216301748,-0.8672799908156898,-0.01870102122584082,-0.37166394187606416,0.1174793990276553,-0.23846771697012487,-0.27318944329944783,-0.39897754204023655,-0.47701982231801093,0.0,0.8672799908156898,0
30,6.120910849623938e-05,0.0,0.00016562411089870888,2.06282722513089,2.0,2.6209807841920147,0.5117896630528692,0.00040273862263391066,0.4679822795006041,190,0.07652033830044301,13.51729767253167,243.4773177721498,2483,2561,0.000415557458729027,1,-0.14351477185737319,-1.2676815636145273,-0.24656444958946133,0.814584830620379,-0.1255490419697886,0.36883031209122613,-0.5419180952336249,-0.521373147019077,0.6749411354348662,0.0,1.2676815636145273,0
31,2.2847671591258344e-05,0.0,8.166075399810202e-05,2.1654829545454546,2.0,3.517067492294916,0.5624459485383432,0.00035511363636363616,0.5213068181818182,168,0.05965909090909091,18.04476892246605,455.463604298556,2816,3049,0.0003846328516066527,1,-0.2401503322205044,-0.6006031726660787,0.4222091722605621,0.47993895812150594,0.5158502405845968,-0.2833189021466719,0.035538694238671835,-0.10053833119065125,0.46165770327666966,0.0,0.6006031726660787,0
32,5.6905442671461985e-06,0.0,2.3189466410563608e-05,2.188729281767956,2.0,4.0079724151919365,0.5551721846834119,0.00022099447513812166,0.5122651933701657,248,0.05480662983425414,23.74871550439228,798.6234448096683,4525,4952,0.00024190199842705082,1,-0.28337052278046454,-0.4495436784957783,0.3261796005869914,-0.46247441019778374,0.4070955882098376,-0.47099948138411485,0.7630491517746173,0.5807020011325291,-0.5227404531994374,0.0,0.7630491517746173,0
33,0.00010194699490067522,2.2229279136233725e-06,0.0002342612574224675,2.1364646144081245,2.0,4.114986941513526,0.37348511429620146,0.0003173595683909871,0.3433830529990479,279,0.08854331958108537,25.119921433360382,861.2091031874123,3151,3366,0.00033912136736636894,1,-0.04089274311394314,-0.7891704134542826,-2.072486605229027,0.2146529390266371,-1.624255949922544,0.8338479714008984,0.9379397539973867,0.7049469438053555,0.14777026978496374,0.0,2.072486605229027,1
34,1.1257026126972546e-05,0.0,4.866012080333645e-05,2.165728077232502,2.0,4.060296052887606,0.6189774062075174,0.00040225261464199515,0.5764279967819791,150,0.06033789219629927,14.741812913681057,298.2287198975339,2486,2692,0.0004357601765055336,1,-0.2693481050303703,-0.5990103142002828,1.168547900644353,0.811169804575584,1.1788599033414269,-0.2570646330643233,-0.38573717198109875,-0.4126807565473285,0.8142769390958674,0.0,1.1788599033414269,0
35,3.2885347529121577e-06,0.0,1.2118910295424586e-05,2.3065189758489195,2.0,3.6080840130134364,0.5519004799491164,0.0001815870710005446,0.49918285818049757,342,0.062102778282186306,13.795799122199885,254.35901746519104,5507,6351,0.0002094550468442535,1,-0.2894213789040379,0.31587837876244057,0.28298595139204397,-0.7393779050501543,0.2497383824597343,-0.188803427507198,-0.5063965989919605,-0.4997708152774395,-0.7465233187105357,0.0,0.7465233187105357,0
36,3.272676558436523e-06,0.0,1.6150106032483317e-05,2.444235882997028,2.0,4.596183357279948,0.48989423961715184,0.00015642108556233384,0.4368840919755983,191,0.029876427342405757,14.373220043696488,278.05805799070134,6393,7813,0.0001911949220116574,1,-0.28946132697775834,1.2107916325152595,-0.5356318672398059,-0.9162114080872026,-0.4996048830624643,-1.435234901723729,-0.43274938775756644,-0.452723520293001,-0.8724612839212705,0.0,1.435234901723729,0
37,1.8801922619476564e-05,6.053268765133172e-07,4.265936857549384e-05,2.3284936479128855,2.0,6.89846955989477,0.44594328636366376,0.0003024803387779795,0.38898971566848156,150,0.045372050816696916,23.285906552406587,645.5772391927208,3306,3849,0.00035226832797471795,1,-0.25034190090300934,0.45867439186027814,-1.1158804565195115,0.1101012495479603,-1.0756889779558474,-0.8359044703306009,0.7040201360615811,0.27687493378105416,0.23844333379192872,0.0,1.1158804565195115,0
38,7.960504685495613e-05,0.0,0.00024540429117655483,2.1404358353510897,2.0,4.417994936206761,0.5340389585850737,0.0003459010722933241,0.4974057419578001,182,0.06295399515738499,16.101522380216913,325.278085030793,2891,3094,0.0003703176185728529,1,-0.09717391616670983,-0.7633645895432194,0.04717485273168464,0.4152051538162314,0.22836283757095138,-0.1558805717170875,-0.21231288724991143,-0.3589824028440904,0.36292719971647425,0.0,0.7633645895432194,0
39,1.2873829113345776e-05,0.0,5.038193295840565e-05,2.1115942028985506,2.0,5.14281817952546,0.5825653697265706,0.0003623188405797103,0.5492753623188406,122,0.04420289855072464,20.061083962921163,479.09530387055804,2760,2914,0.00038267383162351407,1,-0.2652752476196336,-0.9507835468531332,0.6878294807499272,0.5305676730094651,0.8522620424910345,-0.8811242404864753,0.2927098048984664,-0.05362472135269902,0.4481465694402111,0.0,0.9507835468531332,0
40,1.0086593763185512e-05,0.0,3.722028612802426e-05,2.3414416424905156,2.0,4.895460595190217,0.6322223161063882,0.0002231644722160232,0.5896005355947334,284,0.06337871010935059,11.338543656213949,153.36722524749663,4481,5246,0.00026132161188510217,1,-0.27229651876215677,0.5428131675341983,1.3434096434518696,-0.44722651991319123,1.3373020981146346,-0.1394537015235152,-0.8198075018932339,-0.7002595495938545,-0.38880562928628243,0.0,1.3434096434518696,0
41,1.5740544655110452e-06,0.0,7.772563424740839e-06,2.281168101834519,2.0,4.527303540423848,0.5756184776631971,0.00018719580681392703,0.5260202171471359,210,0.039311119430924746,16.376882675805597,331.5062757401997,5342,6093,0.0002135525277882905,1,-0.29374029333143353,0.15114309956170913,0.596115330742704,-0.6999670739533578,0.5725440402782144,-1.0703255394863969,-0.17719202983064272,-0.3466182092300332,-0.7182634674054331,0.0,1.0703255394863969,0
42,2.174671822826686e-06,0.0,1.6165972565297582e-05,2.3789915966386554,2.0,4.790914042905314,0.5840607170459791,0.0001400560224089634,0.5292717086834734,247,0.03459383753501401,13.631969998516002,226.9082961227148,7140,8493,0.00016661938623327186,1,-0.2922272896597571,0.7868206197843529,0.7075713317984275,-1.031203584806779,0.6116536957992148,-1.252777739513702,-0.5272922015396135,-0.554265940645275,-1.0419559066726232,0.0,1.252777739513702,0
43,4.631777619687097e-06,0.0,1.4686518874088582e-05,2.350385147145961,2.0,4.0458264086968905,0.5007471453499496,0.00019751135690302196,0.4345249851866482,267,0.05273553229310685,16.81621882950917,353.4255040929276,5063,5950,0.0002321597340128369,1,-0.2860376415467514,0.6009299305148722,-0.39234980451135454,-0.6274829321148618,-0.5279807385189471,-0.5511041499605325,-0.12115685460552099,-0.3031041943469412,-0.589931722049959,0.0,0.6274829321148618,0
44,3.7124582911968797e-06,0.0,2.141406772913411e-05,2.231557788944724,2.0,3.5617152223497275,0.5388134924167121,0.00020100502512562817,0.48663316582914573,223,0.04482412060301508,17.902316846516914,440.3762778832366,4975,5551,0.0002243222546184885,1,-0.2883534812448669,-0.1712350851310044,0.11020912878704045,-0.6029340189888674,0.0987879219493077,-0.8570969865197107,0.017369629458316844,-0.13048966595561676,-0.6439859093216332,0.0,0.8570969865197107,0
45,3.90084431024054e-06,0.0,2.3591294351681282e-05,2.384065737763487,2.0,5.8517852714913134,0.5941969700035303,0.00017863522686673835,0.5426938192211505,126,0.022508038585209004,13.662683906484446,205.08930401740272,5598,6673,0.0002129771071791573,1,-0.2878789216354353,0.8197934496137383,0.8413920124394006,-0.7601195898882837,0.773097794185097,-1.720225022956977,-0.5233747929668121,-0.5975809667003076,-0.7222320766739302,0.0,1.720225022956977,0
46,3.1415188732242165e-06,0.0,2.0008876277006945e-05,2.1972151179312305,2.0,5.443417477471377,0.6571957076152151,0.00028417163967036133,0.6143790849673203,89,0.02529127593066212,19.44744150074776,505.49212688207,3519,3866,0.0003122818530317269,1,-0.2897917237884361,-0.3944009410574317,1.67311296317171,-0.01854824868848106,1.6353439412016835,-1.6125766381283577,0.21444271350707123,-0.0012217931608254993,-0.03733875074677627,0.0,1.67311296317171,0
47,2.9022261721455016e-06,0.0,1.5400422561666296e-05,2.2448740480374925,2.0,4.711333740462019,0.6095654729382671,0.00019527436047646975,0.5606326889279437,196,0.03827377465338801,16.53893652254218,323.8557292698984,5121,5748,0.0002192259812536614,1,-0.29039452144476025,-0.08470324964831316,1.0442898220907606,-0.6432016058524681,0.9888704655355063,-1.110447338654787,-0.1565228551650942,-0.36180606108390784,-0.6791343162250894,0.0,1.110447338654787,0
48,4.398398346512887e-06,0.0,1.4943648296899387e-05,2.2234258632362898,2.0,5.459655276354776,0.6137013427777559,0.00033852403520650014,0.5687203791469194,135,0.045700744752877456,14.438837701099123,239.65528348647126,2954,3284,0.0003764689914047223,1,-0.2866255428001948,-0.22407803844525798,1.098892338353986,0.36336902312704283,1.0861509827657592,-0.8231914433979173,-0.42438017684828283,-0.5289606429890255,0.4053525053921139,0.0,1.098892338353986,0
49,3.5614513314885316e-05,0.0,9.215511454119236e-05,2.10839445802771,2.0,4.573767661496065,0.6178436931460995,0.0004074979625101871,0.5843520782396088,196,0.07986960065199673,20.544698994662294,555.719953920562,2454,2587,0.00042975834855844066,1,-0.20798962596004877,-0.9715761579626988,1.153580411754144,0.8480272223173883,1.2741724983965945,0.4983710726379571,0.3543925342087461,0.09849040373438638,0.7728830271631009,0.0,1.2741724983965945,0
